run_id,experiment_id,system_id,variant_slug,seed,initial_condition_set,n_equations,n_found_terms_micro,n_true_terms_micro,n_true_positive_terms_micro,n_missing_true_terms,n_extra_found_terms,term_precision_macro,term_recall_macro,structural_f1_macro,term_precision_micro,term_recall_micro,structural_f1_micro,exact_support_match,structural_exact_support_match,derived_registry_exact_support_match,registry_exact_support_match,registry_exact_support_match_agrees,coefficient_relative_error_mean,coefficient_relative_error_max,n_coefficient_terms
219_evogrow_v2_2_stage_capped_pretune_on_37_1_7,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,7,1,2,11,3,3,0,8,0.26666666666666666,1.0,0.4166666666666667,0.2727272727272727,1.0,0.42857142857142855,False,False,,,True,,,0
220_evogrow_v2_2_stage_capped_pretune_on_37_2_42,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,42,2,2,10,3,3,0,7,0.3333333333333333,1.0,0.47619047619047616,0.3,1.0,0.4615384615384615,False,False,,,True,,,0
221_evogrow_v2_2_stage_capped_pretune_on_37_2_123,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,123,2,2,10,3,3,0,7,0.3333333333333333,1.0,0.47619047619047616,0.3,1.0,0.4615384615384615,False,False,,,True,,,0
222_evogrow_v2_2_stage_capped_pretune_on_37_2_7,paper1_phaseB_v1,37,evogrow_v2_2_stage_capped_pretune_on,7,2,2,10,3,3,0,7,0.3333333333333333,1.0,0.47619047619047616,0.3,1.0,0.4615384615384615,False,False,,,True,,,0
223_evogrow_v2_2_stage_capped_pretune_on_38_1_42,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,42,1,2,11,4,4,0,7,0.35,1.0,0.5,0.36363636363636365,1.0,0.5333333333333333,False,False,False,True,False,,,0
224_evogrow_v2_2_stage_capped_pretune_on_38_1_123,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,123,1,2,11,4,4,0,7,0.35,1.0,0.5,0.36363636363636365,1.0,0.5333333333333333,False,False,False,True,False,,,0
225_evogrow_v2_2_stage_capped_pretune_on_38_1_7,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,7,1,2,11,4,4,0,7,0.35,1.0,0.5,0.36363636363636365,1.0,0.5333333333333333,False,False,False,True,False,,,0
226_evogrow_v2_2_stage_capped_pretune_on_38_2_42,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,42,2,2,9,4,4,0,5,0.425,1.0,0.575,0.4444444444444444,1.0,0.6153846153846153,False,False,False,False,True,,,0
227_evogrow_v2_2_stage_capped_pretune_on_38_2_123,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,123,2,2,9,4,4,0,5,0.425,1.0,0.575,0.4444444444444444,1.0,0.6153846153846153,False,False,False,False,True,,,0
228_evogrow_v2_2_stage_capped_pretune_on_38_2_7,paper1_phaseB_v1,38,evogrow_v2_2_stage_capped_pretune_on,7,2,2,9,4,4,0,5,0.425,1.0,0.575,0.4444444444444444,1.0,0.6153846153846153,False,False,False,False,True,,,0
229_evogrow_v2_2_stage_capped_pretune_on_39_1_42,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,42,1,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
230_evogrow_v2_2_stage_capped_pretune_on_39_1_123,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,123,1,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
231_evogrow_v2_2_stage_capped_pretune_on_39_1_7,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,7,1,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
232_evogrow_v2_2_stage_capped_pretune_on_39_2_42,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,42,2,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
233_evogrow_v2_2_stage_capped_pretune_on_39_2_123,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,123,2,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
234_evogrow_v2_2_stage_capped_pretune_on_39_2_7,paper1_phaseB_v1,39,evogrow_v2_2_stage_capped_pretune_on,7,2,2,3,3,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,,,True,,,0
235_evogrow_v2_2_stage_capped_pretune_on_40_1_42,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,42,1,2,6,3,3,0,3,0.625,1.0,0.7,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
236_evogrow_v2_2_stage_capped_pretune_on_40_1_123,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,123,1,2,6,3,3,0,3,0.625,1.0,0.7,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
237_evogrow_v2_2_stage_capped_pretune_on_40_1_7,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,7,1,2,6,3,3,0,3,0.625,1.0,0.7,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
238_evogrow_v2_2_stage_capped_pretune_on_40_2_42,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,42,2,2,11,3,3,0,8,0.2833333333333333,1.0,0.4285714285714286,0.2727272727272727,1.0,0.42857142857142855,False,False,,,True,,,0
239_evogrow_v2_2_stage_capped_pretune_on_40_2_123,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,123,2,2,12,3,3,0,9,0.25,1.0,0.39285714285714285,0.25,1.0,0.4,False,False,,,True,,,0
240_evogrow_v2_2_stage_capped_pretune_on_40_2_7,paper1_phaseB_v1,40,evogrow_v2_2_stage_capped_pretune_on,7,2,2,9,3,3,0,6,0.41666666666666663,1.0,0.5428571428571429,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
241_evogrow_v2_2_stage_capped_pretune_on_41_1_42,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,42,1,2,8,4,4,0,4,0.5,1.0,0.6285714285714286,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
242_evogrow_v2_2_stage_capped_pretune_on_41_1_123,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,123,1,2,8,4,4,0,4,0.5,1.0,0.6285714285714286,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
243_evogrow_v2_2_stage_capped_pretune_on_41_1_7,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,7,1,2,8,4,4,0,4,0.5,1.0,0.6285714285714286,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
244_evogrow_v2_2_stage_capped_pretune_on_41_2_42,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,42,2,2,10,4,3,1,7,0.30000000000000004,0.8333333333333333,0.4166666666666667,0.3,0.75,0.4285714285714285,False,False,,,True,,,0
245_evogrow_v2_2_stage_capped_pretune_on_41_2_123,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,123,2,2,10,4,3,1,7,0.30000000000000004,0.8333333333333333,0.4166666666666667,0.3,0.75,0.4285714285714285,False,False,,,True,,,0
246_evogrow_v2_2_stage_capped_pretune_on_41_2_7,paper1_phaseB_v1,41,evogrow_v2_2_stage_capped_pretune_on,7,2,2,10,4,3,1,7,0.30000000000000004,0.8333333333333333,0.4166666666666667,0.3,0.75,0.4285714285714285,False,False,,,True,,,0
247_evogrow_v2_2_stage_capped_pretune_on_42_1_42,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,42,1,2,12,2,2,0,10,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,False,False,,,True,,,0
248_evogrow_v2_2_stage_capped_pretune_on_42_1_123,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,123,1,2,12,2,2,0,10,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,False,False,,,True,,,0
249_evogrow_v2_2_stage_capped_pretune_on_42_1_7,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,7,1,2,12,2,2,0,10,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,False,False,,,True,,,0
250_evogrow_v2_2_stage_capped_pretune_on_42_2_42,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,42,2,2,12,2,2,0,10,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,False,False,,,True,,,0
251_evogrow_v2_2_stage_capped_pretune_on_42_2_123,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,123,2,2,12,2,2,0,10,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,False,False,,,True,,,0
252_evogrow_v2_2_stage_capped_pretune_on_42_2_7,paper1_phaseB_v1,42,evogrow_v2_2_stage_capped_pretune_on,7,2,2,12,2,2,0,10,0.16666666666666666,1.0,0.2857142857142857,0.16666666666666666,1.0,0.2857142857142857,False,False,,,True,,,0
253_evogrow_v2_2_stage_capped_pretune_on_43_1_42,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,42,1,2,9,3,1,2,8,0.16666666666666666,0.5,0.25,0.1111111111111111,0.3333333333333333,0.16666666666666666,False,False,,,True,,,0
254_evogrow_v2_2_stage_capped_pretune_on_43_1_123,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,123,1,2,9,3,1,2,8,0.16666666666666666,0.5,0.25,0.1111111111111111,0.3333333333333333,0.16666666666666666,False,False,,,True,,,0
255_evogrow_v2_2_stage_capped_pretune_on_43_1_7,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,7,1,2,9,3,1,2,8,0.16666666666666666,0.5,0.25,0.1111111111111111,0.3333333333333333,0.16666666666666666,False,False,,,True,,,0
256_evogrow_v2_2_stage_capped_pretune_on_43_2_42,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,42,2,2,9,3,3,0,6,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
257_evogrow_v2_2_stage_capped_pretune_on_43_2_123,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,123,2,2,9,3,3,0,6,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
258_evogrow_v2_2_stage_capped_pretune_on_43_2_7,paper1_phaseB_v1,43,evogrow_v2_2_stage_capped_pretune_on,7,2,2,9,3,3,0,6,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,False,False,,,True,,,0
259_evogrow_v2_2_stage_capped_pretune_on_44_1_42,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,42,1,2,10,2,2,0,8,0.20833333333333331,1.0,0.34285714285714286,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
260_evogrow_v2_2_stage_capped_pretune_on_44_1_123,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,123,1,2,10,2,2,0,8,0.20833333333333331,1.0,0.34285714285714286,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
261_evogrow_v2_2_stage_capped_pretune_on_44_1_7,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,7,1,2,10,2,2,0,8,0.20833333333333331,1.0,0.34285714285714286,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
262_evogrow_v2_2_stage_capped_pretune_on_44_2_42,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,42,2,2,11,2,1,1,10,0.1,0.5,0.16666666666666669,0.09090909090909091,0.5,0.15384615384615385,False,False,,,True,,,0
263_evogrow_v2_2_stage_capped_pretune_on_44_2_123,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,123,2,2,11,2,1,1,10,0.1,0.5,0.16666666666666669,0.09090909090909091,0.5,0.15384615384615385,False,False,,,True,,,0
264_evogrow_v2_2_stage_capped_pretune_on_44_2_7,paper1_phaseB_v1,44,evogrow_v2_2_stage_capped_pretune_on,7,2,2,11,2,1,1,10,0.1,0.5,0.16666666666666669,0.09090909090909091,0.5,0.15384615384615385,False,False,,,True,,,0
265_evogrow_v2_2_stage_capped_pretune_on_45_1_42,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,42,1,2,8,2,2,0,6,0.25,1.0,0.4,0.25,1.0,0.4,False,False,,,True,,,0
266_evogrow_v2_2_stage_capped_pretune_on_45_1_123,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,123,1,2,8,2,2,0,6,0.25,1.0,0.4,0.25,1.0,0.4,False,False,,,True,,,0
267_evogrow_v2_2_stage_capped_pretune_on_45_1_7,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,7,1,2,8,2,2,0,6,0.25,1.0,0.4,0.25,1.0,0.4,False,False,,,True,,,0
268_evogrow_v2_2_stage_capped_pretune_on_45_2_42,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,42,2,2,6,2,1,1,5,0.125,0.5,0.2,0.16666666666666666,0.5,0.25,False,False,,,True,,,0
269_evogrow_v2_2_stage_capped_pretune_on_45_2_123,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,123,2,2,6,2,1,1,5,0.125,0.5,0.2,0.16666666666666666,0.5,0.25,False,False,,,True,,,0
270_evogrow_v2_2_stage_capped_pretune_on_45_2_7,paper1_phaseB_v1,45,evogrow_v2_2_stage_capped_pretune_on,7,2,2,6,2,1,1,5,0.125,0.5,0.2,0.16666666666666666,0.5,0.25,False,False,,,True,,,0
271_evogrow_v2_2_stage_capped_pretune_on_46_1_42,paper1_phaseB_v1,46,evogrow_v2_2_stage_capped_pretune_on,42,1,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
272_evogrow_v2_2_stage_capped_pretune_on_46_1_123,paper1_phaseB_v1,46,evogrow_v2_2_stage_capped_pretune_on,123,1,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
273_evogrow_v2_2_stage_capped_pretune_on_46_1_7,paper1_phaseB_v1,46,evogrow_v2_2_stage_capped_pretune_on,7,1,2,2,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
274_evogrow_v2_2_stage_capped_pretune_on_46_2_42,paper1_phaseB_v1,46,evogrow_v2_2_stage_capped_pretune_on,42,2,2,3,2,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
275_evogrow_v2_2_stage_capped_pretune_on_46_2_123,paper1_phaseB_v1,46,evogrow_v2_2_stage_capped_pretune_on,123,2,2,3,2,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
276_evogrow_v2_2_stage_capped_pretune_on_46_2_7,paper1_phaseB_v1,46,evogrow_v2_2_stage_capped_pretune_on,7,2,2,3,2,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
277_evogrow_v2_2_stage_capped_pretune_on_47_1_42,paper1_phaseB_v1,47,evogrow_v2_2_stage_capped_pretune_on,42,1,2,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
278_evogrow_v2_2_stage_capped_pretune_on_47_1_123,paper1_phaseB_v1,47,evogrow_v2_2_stage_capped_pretune_on,123,1,2,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
279_evogrow_v2_2_stage_capped_pretune_on_47_1_7,paper1_phaseB_v1,47,evogrow_v2_2_stage_capped_pretune_on,7,1,2,4,2,2,0,2,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False,,,True,,,0
280_evogrow_v2_2_stage_capped_pretune_on_47_2_42,paper1_phaseB_v1,47,evogrow_v2_2_stage_capped_pretune_on,42,2,2,5,2,2,0,3,0.41666666666666663,1.0,0.5833333333333333,0.4,1.0,0.5714285714285715,False,False,,,True,,,0
281_evogrow_v2_2_stage_capped_pretune_on_47_2_123,paper1_phaseB_v1,47,evogrow_v2_2_stage_capped_pretune_on,123,2,2,5,2,2,0,3,0.41666666666666663,1.0,0.5833333333333333,0.4,1.0,0.5714285714285715,False,False,,,True,,,0
282_evogrow_v2_2_stage_capped_pretune_on_47_2_7,paper1_phaseB_v1,47,evogrow_v2_2_stage_capped_pretune_on,7,2,2,5,2,2,0,3,0.41666666666666663,1.0,0.5833333333333333,0.4,1.0,0.5714285714285715,False,False,,,True,,,0
283_evogrow_v2_2_stage_capped_pretune_on_48_1_42,paper1_phaseB_v1,48,evogrow_v2_2_stage_capped_pretune_on,42,1,2,11,1,1,0,10,0.1,0.5,0.16666666666666669,0.09090909090909091,1.0,0.16666666666666669,False,False,,,True,,,0
284_evogrow_v2_2_stage_capped_pretune_on_48_1_123,paper1_phaseB_v1,48,evogrow_v2_2_stage_capped_pretune_on,123,1,2,11,1,1,0,10,0.1,0.5,0.16666666666666669,0.09090909090909091,1.0,0.16666666666666669,False,False,,,True,,,0
285_evogrow_v2_2_stage_capped_pretune_on_48_1_7,paper1_phaseB_v1,48,evogrow_v2_2_stage_capped_pretune_on,7,1,2,11,1,1,0,10,0.1,0.5,0.16666666666666669,0.09090909090909091,1.0,0.16666666666666669,False,False,,,True,,,0
286_evogrow_v2_2_stage_capped_pretune_on_48_2_42,paper1_phaseB_v1,48,evogrow_v2_2_stage_capped_pretune_on,42,2,2,9,1,1,0,8,0.125,0.5,0.2,0.1111111111111111,1.0,0.19999999999999998,False,False,,,True,,,0
287_evogrow_v2_2_stage_capped_pretune_on_48_2_123,paper1_phaseB_v1,48,evogrow_v2_2_stage_capped_pretune_on,123,2,2,9,1,1,0,8,0.125,0.5,0.2,0.1111111111111111,1.0,0.19999999999999998,False,False,,,True,,,0
288_evogrow_v2_2_stage_capped_pretune_on_48_2_7,paper1_phaseB_v1,48,evogrow_v2_2_stage_capped_pretune_on,7,2,2,9,1,1,0,8,0.125,0.5,0.2,0.1111111111111111,1.0,0.19999999999999998,False,False,,,True,,,0
289_evogrow_v2_2_stage_capped_pretune_on_49_1_42,paper1_phaseB_v1,49,evogrow_v2_2_stage_capped_pretune_on,42,1,2,10,2,2,0,8,0.2,1.0,0.33333333333333337,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
290_evogrow_v2_2_stage_capped_pretune_on_49_1_123,paper1_phaseB_v1,49,evogrow_v2_2_stage_capped_pretune_on,123,1,2,10,2,2,0,8,0.2,1.0,0.33333333333333337,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
291_evogrow_v2_2_stage_capped_pretune_on_49_1_7,paper1_phaseB_v1,49,evogrow_v2_2_stage_capped_pretune_on,7,1,2,10,2,2,0,8,0.2,1.0,0.33333333333333337,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
292_evogrow_v2_2_stage_capped_pretune_on_49_2_42,paper1_phaseB_v1,49,evogrow_v2_2_stage_capped_pretune_on,42,2,2,9,2,2,0,7,0.225,1.0,0.3666666666666667,0.2222222222222222,1.0,0.3636363636363636,False,False,,,True,,,0
293_evogrow_v2_2_stage_capped_pretune_on_49_2_123,paper1_phaseB_v1,49,evogrow_v2_2_stage_capped_pretune_on,123,2,2,9,2,2,0,7,0.225,1.0,0.3666666666666667,0.2222222222222222,1.0,0.3636363636363636,False,False,,,True,,,0
294_evogrow_v2_2_stage_capped_pretune_on_49_2_7,paper1_phaseB_v1,49,evogrow_v2_2_stage_capped_pretune_on,7,2,2,9,2,2,0,7,0.225,1.0,0.3666666666666667,0.2222222222222222,1.0,0.3636363636363636,False,False,,,True,,,0
295_evogrow_v2_2_stage_capped_pretune_on_50_1_42,paper1_phaseB_v1,50,evogrow_v2_2_stage_capped_pretune_on,42,1,2,12,1,1,0,11,0.08333333333333333,0.5,0.14285714285714285,0.08333333333333333,1.0,0.15384615384615385,False,False,,,True,,,0
296_evogrow_v2_2_stage_capped_pretune_on_50_1_123,paper1_phaseB_v1,50,evogrow_v2_2_stage_capped_pretune_on,123,1,2,12,1,1,0,11,0.08333333333333333,0.5,0.14285714285714285,0.08333333333333333,1.0,0.15384615384615385,False,False,,,True,,,0
297_evogrow_v2_2_stage_capped_pretune_on_50_1_7,paper1_phaseB_v1,50,evogrow_v2_2_stage_capped_pretune_on,7,1,2,12,1,1,0,11,0.08333333333333333,0.5,0.14285714285714285,0.08333333333333333,1.0,0.15384615384615385,False,False,,,True,,,0
298_evogrow_v2_2_stage_capped_pretune_on_50_2_42,paper1_phaseB_v1,50,evogrow_v2_2_stage_capped_pretune_on,42,2,2,5,1,1,0,4,0.25,0.5,0.3333333333333333,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
299_evogrow_v2_2_stage_capped_pretune_on_50_2_123,paper1_phaseB_v1,50,evogrow_v2_2_stage_capped_pretune_on,123,2,2,5,1,1,0,4,0.25,0.5,0.3333333333333333,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
300_evogrow_v2_2_stage_capped_pretune_on_50_2_7,paper1_phaseB_v1,50,evogrow_v2_2_stage_capped_pretune_on,7,2,2,5,1,1,0,4,0.25,0.5,0.3333333333333333,0.2,1.0,0.33333333333333337,False,False,,,True,,,0
301_evogrow_v2_2_stage_capped_pretune_on_51_1_42,paper1_phaseB_v1,51,evogrow_v2_2_stage_capped_pretune_on,42,1,2,10,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
302_evogrow_v2_2_stage_capped_pretune_on_51_1_123,paper1_phaseB_v1,51,evogrow_v2_2_stage_capped_pretune_on,123,1,2,10,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
303_evogrow_v2_2_stage_capped_pretune_on_51_1_7,paper1_phaseB_v1,51,evogrow_v2_2_stage_capped_pretune_on,7,1,2,10,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
304_evogrow_v2_2_stage_capped_pretune_on_51_2_42,paper1_phaseB_v1,51,evogrow_v2_2_stage_capped_pretune_on,42,2,2,5,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
305_evogrow_v2_2_stage_capped_pretune_on_51_2_123,paper1_phaseB_v1,51,evogrow_v2_2_stage_capped_pretune_on,123,2,2,5,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
306_evogrow_v2_2_stage_capped_pretune_on_51_2_7,paper1_phaseB_v1,51,evogrow_v2_2_stage_capped_pretune_on,7,2,2,5,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,False,False,,,True,,,0
307_evogrow_v2_2_stage_capped_pretune_on_52_1_42,paper1_phaseB_v1,52,evogrow_v2_2_stage_capped_pretune_on,42,1,3,6,6,2,4,4,0.5,0.3333333333333333,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,,,True,,,0
308_evogrow_v2_2_stage_capped_pretune_on_52_1_123,paper1_phaseB_v1,52,evogrow_v2_2_stage_capped_pretune_on,123,1,3,6,6,2,4,4,0.5,0.3333333333333333,0.38888888888888884,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,,,True,,,0
309_evogrow_v2_2_stage_capped_pretune_on_52_1_7,paper1_phaseB_v1,52,evogrow_v2_2_stage_capped_pretune_on,7,1,3,5,6,1,5,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,0.1818181818181818,False,False,,,True,,,0
310_evogrow_v2_2_stage_capped_pretune_on_52_2_42,paper1_phaseB_v1,52,evogrow_v2_2_stage_capped_pretune_on,42,2,3,5,6,2,4,3,0.5,0.3333333333333333,0.38888888888888884,0.4,0.3333333333333333,0.3636363636363636,False,False,,,True,,,0
311_evogrow_v2_2_stage_capped_pretune_on_52_2_123,paper1_phaseB_v1,52,evogrow_v2_2_stage_capped_pretune_on,123,2,3,5,6,1,5,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,0.1818181818181818,False,False,,,True,,,0
312_evogrow_v2_2_stage_capped_pretune_on_52_2_7,paper1_phaseB_v1,52,evogrow_v2_2_stage_capped_pretune_on,7,2,3,5,6,1,5,4,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,0.1818181818181818,False,False,,,True,,,0
313_evogrow_v2_2_stage_capped_pretune_on_53_1_42,paper1_phaseB_v1,53,evogrow_v2_2_stage_capped_pretune_on,42,1,3,7,5,2,3,5,0.2222222222222222,0.5,0.3,0.2857142857142857,0.4,0.3333333333333333,False,False,,,True,,,0
314_evogrow_v2_2_stage_capped_pretune_on_53_1_123,paper1_phaseB_v1,53,evogrow_v2_2_stage_capped_pretune_on,123,1,3,7,5,2,3,5,0.27777777777777773,0.5,0.3333333333333333,0.2857142857142857,0.4,0.3333333333333333,False,False,,,True,,,0
315_evogrow_v2_2_stage_capped_pretune_on_53_1_7,paper1_phaseB_v1,53,evogrow_v2_2_stage_capped_pretune_on,7,1,3,5,5,1,4,4,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.2,0.2,0.20000000000000004,False,False,,,True,,,0
316_evogrow_v2_2_stage_capped_pretune_on_53_2_42,paper1_phaseB_v1,53,evogrow_v2_2_stage_capped_pretune_on,42,2,3,4,5,1,4,3,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.25,0.2,0.22222222222222224,False,False,,,True,,,0
317_evogrow_v2_2_stage_capped_pretune_on_53_2_123,paper1_phaseB_v1,53,evogrow_v2_2_stage_capped_pretune_on,123,2,3,4,5,1,4,3,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.25,0.2,0.22222222222222224,False,False,,,True,,,0
318_evogrow_v2_2_stage_capped_pretune_on_53_2_7,paper1_phaseB_v1,53,evogrow_v2_2_stage_capped_pretune_on,7,2,3,5,5,2,3,3,0.3333333333333333,0.5,0.38888888888888884,0.4,0.4,0.4000000000000001,False,False,,,True,,,0
319_evogrow_v2_2_stage_capped_pretune_on_54_1_42,paper1_phaseB_v1,54,evogrow_v2_2_stage_capped_pretune_on,42,1,3,14,7,5,2,9,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.35714285714285715,0.7142857142857143,0.4761904761904762,False,False,False,False,True,,,0
320_evogrow_v2_2_stage_capped_pretune_on_54_1_123,paper1_phaseB_v1,54,evogrow_v2_2_stage_capped_pretune_on,123,1,3,14,7,6,1,8,0.4666666666666666,0.8888888888888888,0.6052910052910053,0.42857142857142855,0.8571428571428571,0.5714285714285714,False,False,False,False,True,,,0
321_evogrow_v2_2_stage_capped_pretune_on_54_1_7,paper1_phaseB_v1,54,evogrow_v2_2_stage_capped_pretune_on,7,1,3,13,7,4,3,9,0.3611111111111111,0.611111111111111,0.4518518518518519,0.3076923076923077,0.5714285714285714,0.4,False,False,False,False,True,,,0
322_evogrow_v2_2_stage_capped_pretune_on_54_2_42,paper1_phaseB_v1,54,evogrow_v2_2_stage_capped_pretune_on,42,2,3,18,7,5,2,13,0.27777777777777773,0.7222222222222222,0.39814814814814814,0.2777777777777778,0.7142857142857143,0.4,False,False,False,False,True,,,0
323_evogrow_v2_2_stage_capped_pretune_on_54_2_123,paper1_phaseB_v1,54,evogrow_v2_2_stage_capped_pretune_on,123,2,3,18,7,5,2,13,0.27777777777777773,0.7222222222222222,0.39814814814814814,0.2777777777777778,0.7142857142857143,0.4,False,False,False,False,True,,,0
